 Destination Port, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length.1,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min, Label
443,5883501,8,6,376,5450,195,0,47.0,73.0303263818,2266,0,908.3333333333,950.172545734,990.2267374477,2.379535586,452577.0,1583576.41084787,5722683,3,5883501,840500.142857143,2153048.93467353,5722683,3,72537,14507.4,18014.2299252563,40936,49,0,0,0,0,172,132,1.3597346206,1.0198009654,0,2266,388.4,719.957518588,518338.828571429,0,0,0,1,0,0,0,0,0,416.1428571429,47.0,908.3333333333,172,0,0,0,0,0,0,8,376,6,5450,8192,31,7,20,160815.0,0.0,160815,160815,5722683.0,0.0,5722683,5722683,BENIGN
443,115812220,22,20,807,6723,432,0,36.6818181818,101.7351305918,1418,0,336.15,577.7524761385,65.0190454859,0.3626560306,2824688.29268293,4474839.86016382,10011396,4,115812220,5514867.61904762,4985740.49787114,10048033,4,110607270,5821435.2631579,5090082.0507401,10048245,4,0,0,0,0,712,648,0.1899626827,0.1726933479,0,1418,175.1162790698,423.4333707806,179295.819490587,0,0,0,1,0,0,0,0,0,179.2857142857,36.6818181818,336.15,712,0,0,0,0,0,0,22,807,20,6723,29200,357,4,32,47975.1666666667,38883.3439027639,171446,36608,9603042.83333333,1396724.89537091,10011396,5168090,BENIGN
443,75156330,31,49,710,55738,341,0,22.9032258065,74.8582459669,2896,0,1137.5102040816,882.043369173,751.0744603948,1.0644479314,951345.949367089,2892206.95604961,10019499,1,70475116,2349170.53333333,4315944.00777903,10047990,199,75125319,1565110.8125,3603733.0791842,10048241,1,0,0,0,0,1000,1576,0.4124735734,0.651974358,0,2896,696.8888888889,877.446280407,769911.975,0,0,0,1,0,0,0,0,1,705.6,22.9032258065,1137.5102040816,1000,0,0,0,0,0,0,31,710,49,55738,29200,12579,3,32,51454.5714285714,60520.5306069963,188702,28483,10016419.1428571,7896.1876334633,10019499,9998514,BENIGN
51447,52,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,230769.230769231,38461.5384615385,52.0,0.0,52,52,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,19230.7692307692,19230.7692307692,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,31,65535,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,30721,1,1,46,174,46,46,46.0,0.0,174,174,174.0,0.0,7161.2252205332,65.1020474594,30721.0,0.0,30721,30721,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,20,32.5510237297,32.5510237297,46,174,88.6666666667,73.9008344563,5461.3333333333,0,0,0,0,0,0,0,0,1,133.0,46.0,174.0,32,0,0,0,0,0,0,1,46,1,174,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,118533952,43,41,28925,20005,5349,0,672.6744186047,1542.8090139021,1493,0,487.9268292683,636.7723058615,412.7931210798,0.7086577186,1428119.90361446,3424905.77953505,10013685,2,118533952,2822236.95238095,4427955.34249113,10048026,3,113237550,2830938.75,4502617.65380927,10048216,3,0,0,0,0,1384,1320,0.3627652607,0.3458924579,0,5349,575.6470588235,1181.4122773984,1395734.96918768,0,0,0,1,0,0,0,0,0,582.5,672.6744186047,487.9268292683,1384,0,0,0,0,0,0,43,28925,41,20005,29200,50680,10,32,261792.75,787479.505698244,2762376,34316,9616032.5,1371402.09980864,10013685,5261260,BENIGN
137,20,13,0,650,0,50,50,50.0,0.0,0,0,0.0,0.0,32500000.0,650000.0,1.6666666667,1.4354811251,6,1,20,1.6666666667,1.4354811251,6,1,0,0.0,0.0,0,0,0,0,0,0,260,0,650000.0,0.0,50,50,50.0,0.0,0.0,0,0,0,0,0,0,0,0,0,53.8461538462,50.0,0.0,260,0,0,0,0,0,0,13,650,0,0,-1,-1,12,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,55771423,10,9,934,4257,451,0,93.4,185.8608798717,2149,0,473.0,935.275895124,93.0763412653,0.3406762635,3098412.38888889,4602776.96571027,10180591,26,50249245,5583249.44444444,5279617.82354223,10195733,15187,55756350,6969543.75,4567179.78069486,10195778,6611,0,0,0,0,212,240,0.1793032966,0.1613729669,0,2149,259.55,651.4073408277,424331.523684211,0,0,0,1,0,0,0,0,0,273.2105263158,93.4,473.0,212,0,0,0,0,0,0,10,934,9,4257,8192,31,9,20,25108.8,18587.1962571013,57918,15142,10024740.2,192956.965141712,10180591,9687590,BENIGN
53,75634,1,1,54,107,54,54,54.0,0.0,107,107,107.0,0.0,2128.6722902398,26.4431340402,75634.0,0.0,75634,75634,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,32,13.2215670201,13.2215670201,54,107,71.6666666667,30.5995642671,936.3333333333,0,0,0,0,0,0,0,0,1,107.5,54.0,107.0,20,0,0,0,0,0,0,1,54,1,107,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,24021,2,2,72,328,36,36,36.0,0.0,164,164,164.0,0.0,16652.0960825944,166.5209608259,8007.0,13863.3346637813,24015,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,40,88,83.260480413,83.260480413,36,164,87.2,70.1084873607,4915.2,0,0,0,0,0,0,0,0,1,109.0,36.0,164.0,40,0,0,0,0,0,0,2,72,2,328,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,38196,2,2,76,108,38,38,38.0,0.0,54,54,54.0,0.0,4817.2583516599,104.7230076448,12732.0,22008.3150877117,38145,3,48,48.0,0.0,48,48,3,3.0,0.0,3,3,0,0,0,0,40,40,52.3615038224,52.3615038224,38,54,44.4,8.7635609201,76.8,0,0,0,0,0,0,0,0,1,55.5,38.0,54.0,40,0,0,0,0,0,0,2,76,2,108,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,105494,5,3,925,850,925,0,185.0,413.6725758375,850,0,283.3333333333,490.7477288112,16825.601456007,75.8336967031,15070.5714285714,24544.8741550189,51042,71,105494,26373.5,29794.6469520953,53153,580,53908,26954.0,35233.7166929633,51868,2040,0,0,0,0,172,104,47.3960604395,28.4376362637,0,925,197.2222222222,391.7996228233,153506.944444444,0,0,0,1,0,0,0,0,0,221.875,185.0,283.3333333333,172,0,0,0,0,0,0,5,925,3,850,65535,113,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,98048,4,4,152,1304,38,38,38.0,0.0,326,326,326.0,0.0,14849.8694516971,81.592689295,14006.8571428571,36809.3091460506,97482,3,97807,32602.3333333333,56462.8356030171,97800,3,97729,32576.3333333333,56417.8022820221,97722,3,0,0,0,0,128,128,40.7963446475,40.7963446475,38,326,166.0,151.7893276881,23040.0,0,0,0,0,0,0,0,0,1,186.75,38.0,326.0,128,0,0,0,0,0,0,4,152,4,1304,-1,-1,3,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
48167,83,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,24096.3855421687,83.0,0.0,83,83,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,12048.1927710843,12048.1927710843,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,1177,344,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,60971,1,1,44,131,44,44,44.0,0.0,131,131,131.0,0.0,2870.2169884043,32.8024798675,60971.0,0.0,60971,60971,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,16.4012399337,16.4012399337,44,131,73.0,50.2294734195,2523.0,0,0,0,0,0,0,0,0,1,109.5,44.0,131.0,32,0,0,0,0,0,0,1,44,1,131,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,1120600,8,7,834,4945,478,0,104.25,169.0289493379,2824,0,706.4285714286,1105.0521642503,5157.0587185436,13.3856862395,80042.8571428571,98619.5512273591,300483,3,988177,141168.142857143,142420.725290046,367466,189,991591,165265.166666667,259100.464495467,669879,3,0,0,0,0,172,152,7.1390326611,6.2466535784,0,2824,361.1875,775.4469007181,601317.895833333,0,0,0,1,0,0,0,0,0,385.2666666667,104.25,706.4285714286,172,0,0,0,0,0,0,8,834,7,4945,8192,238,7,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,239,2,2,142,398,71,71,71.0,0.0,199,199,199.0,0.0,2259414.22594142,16736.4016736402,79.6666666667,133.6650041459,234,1,1,1.0,0.0,1,1,4,4.0,0.0,4,4,0,0,0,0,64,64,8368.2008368201,8368.2008368201,71,199,122.2,70.1084873607,4915.2,0,0,0,0,0,0,0,0,1,152.75,71.0,199.0,64,0,0,0,0,0,0,2,142,2,398,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,161,2,2,132,244,66,66,66.0,0.0,122,122,122.0,0.0,2335403.72670807,24844.7204968944,53.6666666667,86.8926540815,154,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,0,0,0,0,64,64,12422.3602484472,12422.3602484472,66,122,88.4,30.6724632203,940.8,0,0,0,0,0,0,0,0,1,110.5,66.0,122.0,64,0,0,0,0,0,0,2,132,2,244,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,287950,13,8,811,5983,453,0,62.3846153846,126.9117399754,1839,0,747.875,803.3852371594,23594.3740232679,72.9293280083,14397.5,24050.1832173785,67441,3,287950,23995.8333333333,27947.2833704437,67441,3,228255,32607.8571428571,45193.9966051118,118327,40,0,0,0,0,428,264,45.1467268623,27.782601146,0,1839,308.8181818182,583.0254945307,339918.727272727,0,0,0,1,0,0,0,0,0,323.5238095238,62.3846153846,747.875,428,0,0,0,0,0,0,13,811,8,5983,65535,114,6,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
54741,38,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,52631.5789473684,38.0,0.0,38,38,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,26315.7894736842,26315.7894736842,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,349,32832,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,215,2,2,64,188,32,32,32.0,0.0,94,94,94.0,0.0,1172093.02325581,18604.6511627907,71.6666666667,40.1289587871,118,48,48,48.0,0.0,48,48,49,49.0,0.0,49,49,0,0,0,0,64,64,9302.3255813954,9302.3255813954,32,94,56.8,33.9587985653,1153.2,0,0,0,0,0,0,0,0,1,71.0,32.0,94.0,64,0,0,0,0,0,0,2,64,2,188,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
39638,71,2,1,31,6,31,0,15.5,21.9203102168,6,6,6.0,0.0,521126.76056338,42253.5211267606,35.5,45.9619407771,68,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,1,0,0,0,64,20,28169.014084507,14084.5070422535,0,31,17.0,16.3503312912,267.3333333333,0,1,0,0,1,0,0,0,0,22.6666666667,15.5,6.0,64,0,0,0,0,0,0,2,31,1,6,972,0,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,151,2,2,54,86,27,27,27.0,0.0,43,43,43.0,0.0,927152.317880795,26490.0662251656,50.3333333333,81.9837382249,145,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,40,40,13245.0331125828,13245.0331125828,27,43,33.4,8.7635609201,76.8,0,0,0,0,0,0,0,0,1,41.75,27.0,43.0,40,0,0,0,0,0,0,2,54,2,86,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
56296,28517,2,1,12,6,6,6,6.0,0.0,6,6,6.0,0.0,631.2024406494,105.2004067749,14258.5,20126.3803129127,28490,27,28517,28517.0,0.0,28517,28517,0,0.0,0.0,0,0,0,0,0,0,40,20,70.1336045166,35.0668022583,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,0,8.0,6.0,6.0,40,0,0,0,0,0,0,2,12,1,6,8192,253,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,31890,2,2,62,118,31,31,31.0,0.0,59,59,59.0,0.0,5644.4026340546,125.4311696457,10630.0,18409.1020150359,31887,1,1,1.0,0.0,1,1,2,2.0,0.0,2,2,0,0,0,0,40,40,62.7155848228,62.7155848228,31,59,42.2,15.3362316101,235.2,0,0,0,0,0,0,0,0,1,52.75,31.0,59.0,40,0,0,0,0,0,0,2,62,2,118,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,15600565,10,10,993,4969,334,0,99.3,159.9013932258,1448,0,496.9,648.9664346739,382.1656459237,1.2820048505,821082.368421053,2480668.55681004,10017936,12,10686830,1187425.55555556,3311558.70954322,10017936,30299,15498049,1722005.44444444,3517045.9875071,10120848,49,0,0,0,0,340,328,0.6410024252,0.6410024252,0,1448,283.9047619048,494.7521505524,244779.690476191,0,0,0,1,0,0,0,0,1,298.1,99.3,496.9,340,0,0,0,0,0,0,10,993,10,4969,29200,126,3,32,668894.0,0.0,668894,668894,10017936.0,0.0,10017936,10017936,BENIGN
53,47375,2,2,68,458,34,34,34.0,0.0,229,229,229.0,0.0,11102.9023746702,84.4327176781,15791.6666666667,27346.7728504358,47369,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,64,64,42.2163588391,42.2163588391,34,229,112.0,106.8058987135,11407.5,0,0,0,0,0,0,0,0,1,140.0,34.0,229.0,64,0,0,0,0,0,0,2,68,2,458,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,196323,12,7,1673,1652,1368,0,139.4166666667,389.4073488435,1029,0,236.0,392.2664910491,16936.3752591393,96.7792871951,10906.8333333333,17781.8015009067,58340,1,196323,17847.5454545455,29516.6043655555,95457,1,143699,23949.8333333333,25286.7916463648,58340,3,0,0,0,0,396,232,61.1237603337,35.6555268613,0,1368,166.25,374.2776727455,140083.776315789,0,0,0,1,0,0,0,0,0,175.0,139.4166666667,236.0,396,0,0,0,0,0,0,12,1673,7,1652,65535,362,6,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,121,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,99173.5537190083,16528.9256198347,121.0,0.0,121,121,121,121.0,0.0,121,121,0,0.0,0.0,0,0,0,0,0,0,40,0,16528.9256198347,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,254,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,1744684,9,5,932,3748,577,0,103.5555555556,191.073357059,2952,0,749.6,1270.1930168286,2682.4341829237,8.0243757609,134206.461538462,407390.819507226,1487988,31,1744684,218085.5,514061.508772192,1487988,56,181281,45320.25,29217.5613672668,70932,3362,0,0,0,0,192,112,5.1585272749,2.865848486,0,2952,312.0,764.9224050283,585106.285714286,0,0,0,1,0,0,0,0,0,334.2857142857,103.5555555556,749.6,192,0,0,0,0,0,0,9,932,5,3748,8192,123,8,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,64802485,9,7,31,0,31,0,3.4444444444,10.3333333333,0,0,0.0,0.0,0.4783767166,0.2469041118,4320165.66666667,4951155.57277298,10024966,3,64802485,8100310.625,3802781.66056266,10047914,3,60287855,10047975.8333333,172.379136402,10048258,10047817,0,0,0,0,288,224,0.1388835629,0.1080205489,0,31,1.8235294118,7.5186043761,56.5294117647,0,0,0,0,1,0,0,0,0,1.9375,3.4444444444,0.0,288,0,0,0,0,0,0,9,31,7,0,1030,3798,1,32,23153.8333333333,152.2674182702,23326,22946,10024754.6666667,152.6560403873,10024966,10024581,BENIGN
80,16145656,14,13,299,17530,299,0,21.3571428571,79.9111113318,4344,0,1348.4615384615,1235.5587545307,1104.259870271,1.6722764315,620986.769230769,2205644.10035143,9999991,1,16145656,1241973.53846154,3066066.21679989,9999991,1,10417608,868134.0,2909889.44603652,10106968,2,0,0,0,0,456,424,0.8671062978,0.8051701337,0,4344,636.75,1066.2252775997,1136836.34259259,0,0,0,1,0,0,0,0,0,660.3333333333,21.3571428571,1348.4615384615,456,0,0,0,0,0,0,14,299,13,17530,29200,60,1,32,417698.0,0.0,417698,417698,9999991.0,0.0,9999991,9999991,BENIGN
53,48400,2,2,72,104,36,36,36.0,0.0,52,52,52.0,0.0,3636.3636363636,82.6446280992,16133.3333333333,27937.6908554256,48393,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,0,0,0,0,80,80,41.3223140496,41.3223140496,36,52,42.4,8.7635609201,76.8,0,0,0,0,0,0,0,0,1,53.0,36.0,52.0,80,0,0,0,0,0,0,2,72,2,104,-1,-1,1,40,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,50652,4,1,24,0,6,6,6.0,0.0,0,0,0.0,0.0,473.8213693438,98.7127852799,12663.0,25279.353960627,50582,0,50652,16884.0,29243.0798138637,50651,0,0,0.0,0.0,0,0,0,0,0,0,80,44,78.970228224,19.742557056,0,6,5.0,2.4494897428,6.0,1,0,0,0,0,0,0,0,0,6.0,6.0,0.0,80,0,0,0,0,0,0,4,24,1,0,0,114,3,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,63186,2,2,66,152,33,33,33.0,0.0,76,76,76.0,0.0,3450.1313582123,63.305162536,21062.0,36476.9900211078,63182,1,1,1.0,0.0,1,1,3,3.0,0.0,3,3,0,0,0,0,64,64,31.652581268,31.652581268,33,76,50.2,23.5520699727,554.7,0,0,0,0,0,0,0,0,1,62.75,33.0,76.0,64,0,0,0,0,0,0,2,66,2,152,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,64040148,2,0,74,0,37,37,37.0,0.0,0,0,0.0,0.0,1.1555251246,0.0312304088,64040148.0,0.0,64040148,64040148,64040148,64040148.0,0.0,64040148,64040148,0,0.0,0.0,0,0,1,0,0,0,64,0,0.0312304088,0.0,37,37,37.0,0.0,0.0,0,1,0,0,1,1,0,0,0,55.5,37.0,0.0,64,0,0,0,0,0,0,2,74,0,0,65535,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,30773,2,2,88,344,44,44,44.0,0.0,172,172,172.0,0.0,14038.2803106619,129.9840769506,10257.6666666667,17721.781437918,30721,3,3,3.0,0.0,3,3,49,49.0,0.0,49,49,0,0,0,0,64,64,64.9920384753,64.9920384753,44,172,95.2,70.1084873607,4915.2,0,0,0,0,0,0,0,0,1,119.0,44.0,172.0,64,0,0,0,0,0,0,2,88,2,344,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,30860,1,1,50,190,50,50,50.0,0.0,190,190,190.0,0.0,7777.0576798445,64.8088139987,30860.0,0.0,30860,30860,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,20,32.4044069994,32.4044069994,50,190,96.6666666667,80.8290376865,6533.3333333333,0,0,0,0,0,0,0,0,1,145.0,50.0,190.0,32,0,0,0,0,0,0,1,50,1,190,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,13062947,3,2,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.3827620215,3265736.75,4814978.76956098,10216364,23471,13062947,6531473.5,5244664.02906921,10240011,2822936,10239835,10239835.0,0.0,10239835,10239835,0,0,0,0,96,64,0.2296572129,0.1531048086,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,96,0,0,0,0,0,0,3,0,2,0,328,300,0,32,23647.0,0.0,23647,23647,10216364.0,0.0,10216364,10216364,BENIGN
53,31463,1,1,53,141,53,53,53.0,0.0,141,141,141.0,0.0,6165.9727298732,63.566729174,31463.0,0.0,31463,31463,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,31.783364587,31.783364587,53,141,82.3333333333,50.8068236887,2581.3333333333,0,0,0,0,0,0,0,0,1,123.5,53.0,141.0,20,0,0,0,0,0,0,1,53,1,141,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
33970,55,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,36363.6363636364,55.0,0.0,55,55,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,18181.8181818182,18181.8181818182,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,5584,40544,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,50252,1,1,55,112,55,55,55.0,0.0,112,112,112.0,0.0,3323.2508158879,39.7994109687,50252.0,0.0,50252,50252,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,19.8997054844,19.8997054844,55,112,74.0,32.9089653438,1083.0,0,0,0,0,0,0,0,0,1,111.0,55.0,112.0,20,0,0,0,0,0,0,1,55,1,112,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,31870,2,2,74,154,37,37,37.0,0.0,77,77,77.0,0.0,7154.0633824914,125.5098839034,10623.3333333333,18394.9569266507,31864,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,40,40,62.7549419517,62.7549419517,37,77,53.0,21.9089023002,480.0,0,0,0,0,0,0,0,0,1,66.25,37.0,77.0,40,0,0,0,0,0,0,2,74,2,154,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
58824,12,2,0,37,0,37,0,18.5,26.1629509039,0,0,0.0,0.0,3083333.33333333,166666.666666667,12.0,0.0,12,12,12,12.0,0.0,12,12,0,0.0,0.0,0,0,1,0,0,0,64,0,166666.666666667,0.0,0,37,24.6666666667,21.36195996,456.3333333333,0,1,0,0,1,0,0,0,0,37.0,18.5,0.0,64,0,0,0,0,0,0,2,37,0,0,123,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,262404,6,6,352,3782,208,0,58.6666666667,87.8604954838,1460,0,630.3333333333,677.217148828,15754.3330132163,45.731010198,23854.9090909091,39493.6670580349,85963,54,262404,52480.8,47042.5290157746,88589,85,176550,35310.0,46759.8636974061,87899,54,0,0,0,0,132,132,22.865505099,22.865505099,0,1460,318.0,533.9843942788,285139.333333333,0,0,0,1,0,0,0,0,1,344.5,58.6666666667,630.3333333333,132,0,0,0,0,0,0,6,352,6,3782,8192,60,5,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
57348,216,2,0,43,0,37,6,21.5,21.9203102168,0,0,0.0,0.0,199074.074074074,9259.2592592593,216.0,0.0,216,216,216,216.0,0.0,216,216,0,0.0,0.0,0,0,1,0,0,0,40,0,9259.2592592593,0.0,6,37,26.6666666667,17.8978583449,320.3333333333,0,1,0,0,1,0,0,0,0,40.0,21.5,0.0,40,0,0,0,0,0,0,2,43,0,0,294,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,47689,8,7,117,4292,117,0,14.625,41.3657466994,1448,0,613.1428571429,711.8303703766,92453.1862693703,314.5379437606,3406.3571428572,6378.5821984699,16938,1,47689,6812.7142857143,7961.4212657935,17157,48,19306,3217.6666666667,7053.9830923151,17586,1,0,0,0,0,268,240,167.7535700057,146.784373755,0,1448,275.5625,545.9278302425,298037.195833333,0,0,0,1,0,0,0,0,0,293.9333333333,14.625,613.1428571429,268,0,0,0,0,0,0,8,117,7,4292,65535,905,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,24363,2,2,68,164,34,34,34.0,0.0,82,82,82.0,0.0,9522.6367852892,164.1833928498,8121.0,14059.9224393309,24356,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,0,0,0,0,64,40,82.0916964249,82.0916964249,34,82,53.2,26.2906827602,691.2,0,0,0,0,0,0,0,0,1,66.5,34.0,82.0,64,0,0,0,0,0,0,2,68,2,164,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,440801,3,4,620,559,614,0,206.6666666667,352.7737707559,547,0,139.75,271.5147325653,2674.6763278668,15.88018176,73466.8333333333,112959.944965314,219387,3,219651,109825.5,155035.283095494,219452,199,221414,73804.6666666667,126150.152050377,219466,3,0,0,0,0,72,88,6.8057921829,9.0743895772,0,614,147.375,267.9439906825,71793.9821428571,0,0,0,1,0,0,0,0,1,168.4285714286,206.6666666667,139.75,72,0,0,0,0,0,0,3,620,4,559,8192,4994,2,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,31142,2,2,68,250,34,34,34.0,0.0,125,125,125.0,0.0,10211.2902189969,128.4439021257,10380.6666666667,17973.7799122314,31135,3,4,4.0,0.0,4,4,3,3.0,0.0,3,3,0,0,0,0,64,64,64.2219510629,64.2219510629,34,125,70.4,49.842752733,2484.3,0,0,0,0,0,0,0,0,1,88.0,34.0,125.0,64,0,0,0,0,0,0,2,68,2,250,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
42570,2,3,0,31,0,31,0,10.3333333333,17.8978583449,0,0,0.0,0.0,15500000.0,1500000.0,1.0,1.4142135624,2,0,2,1.0,1.4142135624,2,0,0,0.0,0.0,0,0,0,0,0,0,96,0,1500000.0,0.0,0,31,7.75,15.5,240.25,0,0,0,0,1,0,0,0,0,10.3333333333,10.3333333333,0.0,96,0,0,0,0,0,0,3,31,0,0,939,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
56534,3,2,0,37,0,37,0,18.5,26.1629509039,0,0,0.0,0.0,12333333.3333333,666666.666666667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,1,0,0,0,64,0,666666.666666667,0.0,0,37,24.6666666667,21.36195996,456.3333333333,0,1,0,0,1,0,0,0,0,37.0,18.5,0.0,64,0,0,0,0,0,0,2,37,0,0,972,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
